id,RA,Dec,Target,Qual,z,z_err,N_lines,features,flag
V08Q1_21,10.5548,-9.7519,T,3,0.0843,0,4,e3a1,0
V08Q1_24,10.5491,-9.6975,T,2,0.1549,0,10,e9a1,0
V08Q1_20,10.5403,-9.7587,T,2,0.2936,0,11,e8a3,0
V08Q2_14,10.4892,-9.7022,A,2,0.5545,0,5,e0a5,0
V08Q2_14,10.4934,-9.7022,T,3,0.6042,0,4,e4a0,0
V08Q2_16,10.4851,-9.7498,A,2,0.4284,0,14,e12a2,0
V08Q2_16,10.4876,-9.7498,T,0,0,0,0,e0a0,0
V08Q2_17,10.4792,-9.7416,T,1,0,0,0,e0a0,0
V08Q2_6,10.4684,-9.7186,A,0,0,0,0,e0a0,0
V08Q2_6,10.4704,-9.7186,T,2,0.0844,0,9,e8a1,0
V08Q2_6,10.4719,-9.7186,A,0,0,0,0,e0a0,0
V08Q2_10,10.4659,-9.7444,T,3,0.0552,0,7,e4a3,0
V08Q2_11,10.4559,-9.7479,A,2,0.0543,0,4,e1a3,0
V08Q2_11,10.4608,-9.7479,T,2,0,0,0,e0a0,0
V08Q2_12,10.449,-9.786,A,2,0.1681,0,7,e7a0,0
V08Q2_12,10.4524,-9.786,T,0,0,0,0,e0a0,0
V08Q2_13,10.4479,-9.7159,T,2,0.0883,0,5,e3a2,0
V08Q2_9,10.4452,-9.7715,T,3,0.7589,0,5,e2a3,0
V08Q2_8,10.4416,-9.7718,T,2,0.4482,0,15,e11a4,0
V08Q2_5,10.439,-9.7241,T,3,0.3509,0,2,e1a1,0
V08Q2_18,10.4244,-9.7304,T,3,0.1593,0,2,e0a2,0
V08Q2_19,10.4191,-9.7141,T,2,0.084,0.0002,9,e8a1,0
V08Q2_21,10.4098,-9.7244,A,2,0.4034,0,13,e9a4,0
V08Q2_21,10.4124,-9.7244,T,0,0,0,0,e0a0,0
V08Q2_20,10.4002,-9.6979,T,2,0.0745,0,7,e7a0,0
V08Q2_7,10.3907,-9.7506,T,2,0.4326,0,13,e10a3,0
V08Q3_21,10.5036,-9.9069,T,2,0.367,0.0003,8,e2a6,0
V08Q3_19,10.4974,-9.9299,T,2,0.2765,0,8,e6a2,0
V08Q3_22,10.4924,-9.9765,T,2,0.1231,0,3,e1a2,0
V08Q3_18,10.4862,-9.9447,T,2,0.2078,0,9,e8a1,0
V08Q3_23,10.4801,-9.9193,T,2,0.4468,0,11,e8a3,0
V08Q3_14,10.4663,-9.8969,A,2,0.5881,0,7,e5a2,0
V08Q3_14,10.4705,-9.8969,T,0,0,0,0,e0a0,0
V08Q3_15,10.4637,-9.8678,T,2,0.2541,0,15,e11a4,0
V08Q3_13,10.4525,-9.9642,T,2,0.1835,0,12,e11a1,0
V08Q3_24,10.449,-9.9526,T,2,0.448,0.0003,7,e2a5,0
V08Q3_12,10.4395,-9.974,T,2,0.3713,0,11,e7a4,0
V08Q3_12,-999.9,-999.9,A,-9,0,0,0,e0a0,b
V08Q3_10,10.4321,-9.9447,T,2,0.0372,0,7,e7a0,0
V08Q3_11,10.4286,-9.9683,T,2,0.1393,0,8,e8a0,0
V08Q3_6,10.4218,-9.8959,T,2,0.2951,0,11,e7a4,0
V08Q3_6,-999.9,-999.9,A,-9,0,0,0,e0a0,b
V08Q3_9,10.4161,-9.9064,T,3,0.226,0.0003,6,e5a1,0
V08Q3_8,10.4106,-9.9209,T,2,0.3268,0,13,e9a4,0
V08Q3_5,10.4002,-9.8793,A,2,0.4906,0,10,e10a0,0
V08Q3_5,10.4033,-9.8793,T,0,0,0,0,e0a0,0
V08Q3_7,10.392,-9.9649,T,2,0.2038,0,8,e7a1,0
V08Q4_8,10.6514,-9.8827,T,2,0.3764,0,16,e12a4,0
V08Q4_7,10.6375,-9.8776,T,2,0.1289,0,6,e6a0,0
V08Q4_9,10.633,-9.9484,T,2,0.3266,0,15,e11a4,0
V08Q4_20,10.63,-9.8767,T,2,0.0839,0,7,e7a0,0
V08Q4_19,10.6255,-9.9059,T,3,0.0591,0,3,e1a2,0
V08Q4_21,10.6204,-9.9277,T,2,0.5039,0,7,e1a6,0
V08Q4_10,10.6157,-9.8984,T,2,0.355,0.0001,15,e11a4,0
V08Q4_18,10.6117,-9.8937,T,2,0.1838,0,8,e5a3,0
V08Q4_17,10.5955,-9.8953,T,2,0.2937,0,8,e8a0,0
V08Q4_17,10.6006,-9.8953,A,2,0.3078,0,14,e9a5,0
V08Q4_22,10.593,-9.8765,T,3,0.1846,0,3,e0a3,0
V08Q4_5,10.5807,-9.9159,T,2,0.1838,0,12,e11a1,0
V08Q4_4,10.5758,-9.9697,T,2,0.1303,0,6,e6a0,0
V08Q4_6,10.5725,-9.9734,T,2,0.1305,0,7,e6a1,0
V08Q4_15,10.5673,-9.9065,T,2,0.1285,0,4,e2a2,0
V08Q4_14,10.5645,-9.9303,T,2,0.2923,0,8,e6a2,0
V08Q4_13,10.5602,-9.9224,T,2,0.299,0.0001,10,e10a0,0
V08Q4_12,10.5551,-9.9717,T,2,0.0525,0,7,e7a0,0
V08Q4_23,10.5408,-9.902,T,2,0.0367,0,6,e6a0,0
V09Q1_10,10.9138,-9.7966,T,2,0.2463,0,9,e8a1,0
V09Q1_19,10.9078,-9.7631,T,2,0.4244,0,7,e5a2,0
V09Q1_6,10.8943,-9.7942,T,2,0.4599,0,10,e6a4,0
V09Q1_5,10.8661,-9.7584,T,2,0.183,0.0001,9,e7a2,0
V09Q1_5,-999.9,-999.9,A,-9,0,0,0,e0a0,b
V09Q1_12,10.8619,-9.6989,T,2,0.1828,0,6,e6a0,0
V09Q1_18,10.8577,-9.7481,T,3,0.1827,0,2,e1a1,0
V09Q1_13,10.8551,-9.7386,T,2,0.1833,0,3,e2a1,0
V09Q1_11,10.8499,-9.7299,T,2,0.1818,0,4,e3a1,0
V09Q1_14,10.8424,-9.7501,A,2,0.1845,0,3,e1a2,0
V09Q1_14,10.8448,-9.7501,T,0,0,0,0,e0a0,0
V09Q1_14,-999.9,-999.9,A,-9,0,0,0,e0a0,b
V09Q1_9,10.8375,-9.7759,T,2,0.304,0.0001,12,e9a3,0
V09Q1_9,-999.9,-999.9,A,-9,0,0,0,e0a0,b
V09Q1_8,10.8319,-9.7515,T,2,0.3028,0,7,e6a1,0
V09Q1_17,10.8265,-9.8041,T,2,0.2917,0,12,e9a3,0
V09Q1_15,10.8211,-9.7216,T,3,0.0557,0,3,e1a2,0
V09Q1_16,10.8178,-9.7947,T,2,0.133,0.0001,9,e8a1,0
V09Q2_7,10.7742,-9.7523,T,2,0.1816,0,3,e0a3,0
V09Q2_8,10.7679,-9.8017,T,2,0.249,0.0001,6,e0a6,0
V09Q2_6,10.7569,-9.7894,T,3,0.2007,0,1,e1a0,0
V09Q2_6,10.7602,-9.7894,A,2,0.1302,0,3,e1a2,0
V09Q2_9,10.753,-9.7957,T,2,0.0981,0,6,e5a1,0
V09Q2_5,10.7468,-9.7554,T,2,0.1823,0,13,e11a2,0
V09Q2_10,10.7423,-9.7947,T,2,0.1315,0,3,e0a3,0
V09Q2_11,10.7365,-9.8021,A,2,0.3019,0,13,e10a3,0
V09Q2_11,10.7382,-9.8021,T,2,0.3021,0,5,e5a0,0
V09Q2_13,10.72,-9.7037,T,2,0.0498,0,3,e1a2,0
V09Q2_22,10.7161,-9.8078,T,2,0.0555,0,6,e4a2,0
V09Q2_20,10.7075,-9.7683,T,2,0.2998,0,13,e9a4,0
V09Q2_21,10.7045,-9.7835,T,2,0.3874,0,5,e2a3,0
V09Q2_23,10.701,-9.7849,T,2,0.354,0.0001,7,e7a0,0
V09Q2_18,10.6932,-9.7582,T,2,0.3152,0,11,e8a3,0
V09Q2_19,10.6907,-9.7372,T,2,0.1541,0,11,e11a0,0
V09Q2_17,10.6861,-9.8066,T,2,0.2672,0,6,e3a3,0
V09Q2_4,10.6829,-9.7391,T,2,0.0505,0,6,e5a1,0
V09Q2_4,-999.9,-999.9,A,-9,0,0,0,e0a0,b
V09Q2_16,10.675,-9.8004,T,2,0.058,0.0002,3,e0a3,0
V09Q2_24,10.6677,-9.7907,T,2,0.4997,0,9,e4a5,0
V09Q2_15,10.6652,-9.7845,T,2,0.0533,0,8,e7a1,0
V09Q3_5,10.765,-9.9239,T,2,0.0509,0,8,e8a0,0
V09Q3_4,10.7616,-9.9311,T,2,0.3263,0,12,e9a3,0
V09Q3_20,10.7583,-9.8929,T,2,0.4747,0,9,e6a3,0
V09Q3_6,10.7539,-9.8839,T,2,0.1309,0,4,e1a3,0
V09Q3_19,10.7443,-9.8992,T,3,0.2914,0,2,e2a0,0
V09Q3_19,10.7461,-9.8992,A,2,0.5422,0,4,e2a2,a
V09Q3_19,10.7487,-9.8992,A,0,0,0,0,e0a0,a
V09Q3_15,10.7267,-9.9036,A,2,0.1834,0,7,e5a2,0
V09Q3_15,10.7298,-9.9036,T,0,0,0,0,e0a0,0
V09Q3_17,10.7242,-9.887,T,2,0.5773,0,8,e4a4,0
V09Q3_7,10.7027,-9.9024,T,2,0.1836,0,7,e6a1,0
V09Q3_14,10.6955,-9.9172,T,2,0.0772,0,9,e9a0,0
V09Q3_9,10.6913,-9.8591,T,2,0.1823,0,10,e9a1,0
V09Q3_18,10.685,-9.8819,T,2,0.0784,0,6,e6a0,0
V09Q3_22,10.68,-9.9463,T,2,0.3285,0,5,e0a5,0
V09Q3_11,10.6764,-9.9052,T,2,0.325,0,14,e13a1,0
V09Q3_13,10.6711,-9.8731,T,2,0.1818,0,13,e11a2,0
V09Q3_12,10.6645,-9.9079,T,2,0.3253,0,12,e12a0,0
V09Q3_21,10.6604,-9.8785,T,2,0.447,0.0002,8,e4a4,0
V09Q4_6,10.9245,-9.9577,T,2,0.1566,0,12,e11a1,0
V09Q4_8,10.9171,-9.9603,T,2,0.3346,0,7,e1a6,0
V09Q4_7,10.9134,-9.8638,T,2,0.0831,0,10,e10a0,0
V09Q4_19,10.9053,-9.8768,A,2,0.3966,0,5,e1a4,0
V09Q4_19,10.9079,-9.8768,T,3,0.2905,0,1,e1a0,0
V09Q4_4,10.9027,-9.9072,T,2,0.208,0,12,e10a2,0
V09Q4_20,10.8938,-9.918,A,2,0.2888,0,12,e12a0,0
V09Q4_20,-999.9,-999.9,A,-9,0,0,0,e0a0,b
V09Q4_20,10.8977,-9.918,T,0,0,0,0,e0a0,0
V09Q4_23,10.8917,-9.8983,T,2,0.5489,0,5,e3a2,0
V09Q4_10,10.8858,-9.8645,T,2,0.3133,0,11,e8a3,0
V09Q4_9,10.8825,-9.8709,T,2,0.3128,0,7,e4a3,0
V09Q4_21,10.8744,-9.9565,T,2,0.0778,0,8,e8a0,0
V09Q4_11,10.8638,-9.8999,T,3,0.3654,0,3,e3a0,0
V09Q4_12,10.8598,-9.8922,T,0,0,0,0,e0a0,0
V09Q4_13,10.8564,-9.9606,T,2,0.2672,0,14,e11a3,0
V09Q4_14,10.8538,-9.9574,T,2,0.4358,0,6,e0a6,0
V09Q4_15,10.8432,-9.8891,T,2,0.2082,0,9,e9a0,0
V09Q4_22,10.8398,-9.9249,T,2,0.5006,0,6,e0a6,0
V09Q4_18,10.8301,-9.9475,T,2,0.3347,0,8,e2a6,0
V09Q4_16,10.8232,-9.8676,T,2,0.3799,0,10,e10a0,0
V10Q1_8,10.5343,-9.3362,T,3,0.0529,0,2,e2a0,0
V10Q1_9,10.5251,-9.3017,A,2,0.3565,0,9,e9a0,a
V10Q1_9,10.5285,-9.3017,T,0,0,0,0,e0a0,0
V10Q1_6,10.5179,-9.3182,T,2,0.3297,0,13,e13a0,0
V10Q1_7,10.5144,-9.253,T,2,0.2993,0,7,e4a3,0
V10Q1_22,10.5091,-9.3186,T,3,0.6998,0,6,e4a2,0
V10Q1_10,10.5038,-9.3176,A,2,0.3152,0,11,e9a2,0
V10Q1_10,10.506,-9.3176,T,0,0,0,0,e0a0,0
V10Q1_11,10.501,-9.3249,T,3,2.365,0.0009,2,e2a0,0
V10Q1_12,10.4925,-9.2996,T,0,0,0,0,e0a0,0
V10Q1_14,10.4838,-9.2444,T,2,0.6009,0,9,e9a0,0
V10Q1_13,10.4797,-9.2727,T,3,0.3766,0,5,e5a0,0
V10Q1_21,10.4753,-9.2688,T,0,0,0,0,e0a0,0
V10Q1_20,10.4701,-9.3085,T,0,0,0,0,e0a0,0
V10Q1_16,10.4645,-9.2577,T,2,0.3929,0,8,e8a0,0
V10Q1_16,-999.9,-999.9,A,-9,0,0,0,e0a0,b
V10Q1_15,10.461,-9.3165,T,2,0.3161,0,14,e11a3,0
V10Q1_19,10.448,-9.2442,T,3,0.0576,0,1,e0a1,0
V10Q1_5,10.4315,-9.2501,T,2,0.2105,0,8,e6a2,0
V10Q1_4,10.427,-9.3431,A,2,0.3407,0,13,e9a4,a
V10Q1_4,10.4288,-9.3431,T,0,0,0,0,e0a0,0
V10Q1_18,10.4214,-9.3019,T,2,0.3012,0,9,e9a0,0
V10Q2_5,10.377,-9.2878,T,2,0.2983,0,6,e5a1,0
V10Q2_25,10.3728,-9.2987,T,2,0.4535,0,5,e3a2,0
V10Q2_23,10.3669,-9.3318,T,0,0.051,0.0004,3,e1a2,0
V10Q2_23,-999.9,-999.9,A,-9,0,0,0,e0a0,b
V10Q2_27,10.3608,-9.2407,T,3,0.0554,0,1,e0a1,0
V10Q2_22,10.3513,-9.3208,T,0,0,0,0,e0a0,0
V10Q2_22,10.3525,-9.3208,A,3,0.0551,0,3,e0a3,0
V10Q2_8,-999.9,-999.9,A,-9,0.8967,0,0,e0a0,b
V10Q2_8,10.3399,-9.3591,T,0,0,0,0,e0a0,0
V10Q2_11,10.3355,-9.3116,T,2,0.3157,0,6,e0a6,0
V10Q2_10,10.3305,-9.3063,T,2,0.0548,0,3,e0a3,0
V10Q2_21,10.3277,-9.334,T,2,0.3407,0,9,e9a0,0
V10Q2_12,10.3246,-9.3399,T,2,0.1879,0,8,e7a1,0
V10Q2_9,10.3217,-9.2884,T,1,0,0,0,e0a0,0
V10Q2_9,-999.9,-999.9,A,-9,0,0,0,e0a0,b
V10Q2_20,10.3136,-9.3149,T,2,0.6293,0,6,e5a1,0
V10Q2_19,10.3095,-9.3125,T,2,0.2652,0,8,e8a0,0
V10Q2_16,10.3019,-9.2437,T,2,0.5208,0,6,e3a3,0
V10Q2_18,10.294,-9.3137,T,2,0.5837,0,5,e1a4,0
V10Q2_15,10.2887,-9.3409,T,2,0.472,0.0001,15,e11a4,0
V10Q2_13,10.2826,-9.2886,T,2,0.232,0.0001,5,e5a0,0
V10Q2_26,10.2747,-9.2944,T,2,0.6544,0,8,e5a3,0
V10Q2_14,10.2705,-9.3306,T,3,0.8397,0,3,e1a2,0
V10Q3_10,10.3809,-9.4399,A,0,0,0,0,e0a0,a
V10Q3_10,10.3825,-9.4399,T,0,0,0,0,e0a0,0
V10Q3_10,-999.9,-999.9,A,-9,0,0,0,e0a0,b
V10Q3_13,10.373,-9.4405,A,2,0.3406,0,6,e1a5,0
V10Q3_13,10.3747,-9.4405,T,0,0,0,0,e0a0,0
V10Q3_14,10.3717,-9.4414,T,3,0.5189,0,3,e3a0,0
V10Q3_21,10.3634,-9.4851,A,2,0.5794,0,5,e1a4,0
V10Q3_21,10.3652,-9.4851,T,2,0.5729,0,4,e4a0,0
V10Q3_15,10.3582,-9.479,T,0,0,0,0,e0a0,0
V10Q3_11,10.3498,-9.4506,T,0,0,0,0,e0a0,0
V10Q3_12,10.3455,-9.4907,T,2,0.6927,0,3,e1a2,0
V10Q3_16,10.338,-9.4463,T,3,0.0554,0,3,e0a3,0
V10Q3_18,10.3191,-9.4517,A,3,0.0694,0,3,e2a1,0
V10Q3_18,10.3243,-9.4517,T,3,0.2048,0,4,e4a0,0
V10Q3_4,10.3158,-9.4843,T,2,0.188,0.0001,9,e8a1,0
V10Q3_4,-999.9,-999.9,A,-9,0,0,0,e0a0,b
V10Q3_17,10.31,-9.4737,T,2,0.1519,0,4,e1a3,0
V10Q3_9,10.2997,-9.491,A,0,0,0,0,e0a0,0
V10Q3_9,10.3039,-9.491,T,0,0,0,0,e0a0,0
V10Q3_20,10.2928,-9.5295,T,2,0.3941,0,10,e6a4,0
V10Q3_7,-999.9,-999.9,A,-9,0,0,0,e0a0,b
V10Q3_7,10.2816,-9.487,T,2,0.3658,0,7,e2a5,0
V10Q4_17,-999.9,-999.9,A,-9,0,0,0,e0a0,b
V10Q4_17,10.2762,-9.4594,T,2,0.3047,0,7,e1a6,0
V10Q4_11,10.5178,-9.4398,A,0,0,0,0,e0a0,0
V10Q4_11,10.5214,-9.4398,T,0,0,0,0,e0a0,0
V10Q4_4,10.514,-9.4856,T,2,0.3683,0,12,e9a3,0
V10Q4_8,10.5103,-9.4575,T,2,0.0961,0,12,e10a2,0
V10Q4_7,10.5038,-9.4577,A,2,0.3139,0,11,e7a4,0
V10Q4_7,10.5048,-9.4577,T,2,0.3134,0,11,e11a0,0
V10Q4_7,-999.9,-999.9,A,-9,0,0,0,e0a0,b
V10Q4_12,10.4944,-9.4369,T,0,0,0,0,e0a0,0
V10Q4_12,10.4955,-9.4369,A,3,0.0627,0,3,e1a2,0
V10Q4_10,10.4887,-9.4761,T,2,0.2534,0,9,e1a8,0
V10Q4_13,10.481,-9.5252,T,0,0,0,0,e0a0,0
V10Q4_16,10.4591,-9.5168,T,0,0,0,0,e0a0,0
V10Q4_14,10.4504,-9.4579,A,0,0,0,0,e0a0,0
V10Q4_14,10.4519,-9.4579,T,2,0.0577,0,3,e0a3,0
V10Q4_6,10.4477,-9.4313,T,0,0,0,0,e0a0,0
V10Q4_5,-999.9,-999.9,A,-9,0,0,0,e0a0,b
V10Q4_5,10.4345,-9.4485,T,2,0.5675,0,6,e1a5,0
V10Q4_15,10.4318,-9.4461,T,0,0,0,0,e0a0,0
V10Q4_15,-999.9,-999.9,A,-9,0,0,0,e0a0,b
V11Q1_22,-999.9,-999.9,A,-9,0,0,0,e0a0,b
V11Q1_22,10.5349,-9.5699,T,0,0,0,0,e0a0,0
V11Q1_20,10.5253,-9.5808,T,2,0.2925,0,9,e9a0,0
V11Q1_4,10.5224,-9.5542,T,2,0.4297,0,7,e2a5,0
V11Q1_19,10.5194,-9.5989,T,0,0,0,0,e0a0,0
V11Q1_18,10.5151,-9.6006,T,2,0.3034,0,8,e1a7,0
V11Q1_5,10.5079,-9.5992,T,2,0.453,0.0001,10,e6a4,0
V11Q1_16,10.4974,-9.616,T,2,0.5331,0,10,e10a0,0
V11Q1_15,10.4911,-9.6075,T,2,0.4528,0,6,e4a2,0
V11Q1_14,10.4862,-9.6341,T,3,0.054,0.001,1,e0a1,0
V11Q1_17,10.4801,-9.6047,T,2,0.431,0.0004,6,e3a3,0
V11Q1_23,10.4716,-9.5903,T,2,0.4309,0,5,e2a3,0
V11Q1_6,10.4656,-9.5711,T,0,0,0,0,e0a0,0
V11Q1_13,10.461,-9.5872,A,2,0.4528,0,7,e1a6,0
V11Q1_13,10.4625,-9.5872,T,0,0,0,0,e0a0,0
V11Q1_7,10.4577,-9.5506,T,2,0.393,0.0001,9,e9a0,0
V11Q1_11,10.4469,-9.5557,A,2,0.544,0.0004,3,e0a3,0
V11Q1_11,10.452,-9.5557,T,0,0,0,0,e0a0,0
V11Q1_10,10.4454,-9.6127,T,2,0.3835,0,13,e9a4,0
V11Q1_9,10.4368,-9.6371,T,2,0.0772,0,6,e5a1,0
V11Q1_8,-999.9,-999.9,A,-9,0,0,0,e0a0,b
V11Q1_8,10.4233,-9.573,T,2,0.1307,0,6,e6a0,0
V11Q2_4,-999.9,-999.9,A,-9,0,0,0,e0a0,b
V11Q2_4,10.3839,-9.5752,T,2,0.437,0.0002,3,e0a3,0
V11Q2_27,10.3812,-9.6179,T,3,0.0423,0,2,e2a0,0
V11Q2_5,10.3746,-9.619,T,2,0.3852,0,7,e3a4,0
V11Q2_6,10.371,-9.6317,T,2,0.3155,0,13,e7a6,0
V11Q2_8,10.3535,-9.6136,A,2,0.3921,0,3,e0a3,0
V11Q2_8,10.3599,-9.6136,T,0,0,0,0,e0a0,0
V11Q2_10,-999.9,-999.9,A,-9,0,0,0,e0a0,b
V11Q2_10,10.3457,-9.5473,A,0,0,0,0,e0a0,0
V11Q2_10,10.3474,-9.5473,T,2,0.3362,0,9,e9a0,0
V11Q2_11,10.3405,-9.6159,A,2,0.4291,0,4,e4a0,0
V11Q2_11,10.3415,-9.6159,T,0,0,0,0,e0a0,0
V11Q2_12,-999.9,-999.9,A,-9,0.3361,0,3,e3a0,b
V11Q2_12,10.332,-9.5451,A,2,0.0954,0,9,e9a0,0
V11Q2_12,10.3337,-9.5451,T,2,0.5772,0,4,e4a0,0
V11Q2_24,10.3292,-9.6196,T,2,0.2332,0,6,e3a3,0
V11Q2_13,10.327,-9.5576,T,3,0.4538,0,2,e0a2,0
V11Q2_26,10.3219,-9.5882,T,2,0.0847,0,8,e8a0,0
V11Q2_14,10.3155,-9.6415,T,2,0.2986,0,9,e6a3,0
V11Q2_14,-999.9,-999.9,A,-9,0.3,0,0,e0a0,b
V11Q2_15,10.3119,-9.5704,T,2,0.2341,0,7,e5a2,0
V11Q2_16,10.3065,-9.5686,T,2,0.3721,0,6,e0a6,0
V11Q2_18,10.2945,-9.5631,T,3,0.0593,0,2,e1a1,0
V11Q2_19,10.2894,-9.5613,T,2,0.233,0.0002,10,e8a2,0
V11Q2_21,10.284,-9.6187,T,3,0.4406,0,1,e1a0,0
V11Q2_20,10.2802,-9.596,T,2,0.2343,0,9,e8a1,0
V11Q2_22,10.2738,-9.6174,T,2,0.3717,0,10,e8a2,0
V11Q2_22,-999.9,-999.9,A,-9,0,0,0,e0a0,b
V11Q3_16,10.3835,-9.7921,T,2,0.2331,0,8,e8a0,0
V11Q3_17,10.3748,-9.7816,T,2,0.4926,0,2,e2a0,0
V11Q3_17,10.3776,-9.7816,A,2,0.5829,0,4,e4a0,0
V11Q3_18,10.3704,-9.7688,T,2,0.314,0.0001,8,e8a0,0
V11Q3_15,10.3645,-9.7486,T,2,0.2986,0,9,e7a2,0
V11Q3_14,10.3542,-9.7801,A,0,0,0,0,e0a0,0
V11Q3_14,10.3595,-9.7801,T,0,0,0,0,e0a0,0
V11Q3_13,10.3525,-9.735,T,2,0.2981,0,11,e7a4,0
V11Q3_19,10.3498,-9.7299,T,2,0.2572,0,9,e6a3,0
V11Q3_12,10.3438,-9.8168,T,2,0.251,0.0001,7,e7a0,0
V11Q3_10,10.3358,-9.7311,A,0,0.0578,0,2,e0a2,0
V11Q3_10,10.337,-9.7311,T,3,0.4877,0,6,e3a3,0
V11Q3_11,10.3305,-9.7775,T,2,0.576,0.0001,4,e4a0,0
V11Q3_9,10.3225,-9.7709,A,2,0.5826,0,6,e5a1,0
V11Q3_9,10.3242,-9.7709,T,2,0.5822,0,5,e5a0,0
V11Q3_9,10.3279,-9.7709,A,0,0,0,0,e0a0,a
V11Q3_4,10.3085,-9.7366,T,2,0.3154,0,9,e6a3,0
V11Q3_6,10.2955,-9.7894,T,2,0.1743,0,6,e6a0,0
V11Q3_21,10.2854,-9.7366,A,3,0.2541,0,2,e0a2,0
V11Q3_21,10.287,-9.7366,A,0,0,0,0,e0a0,a
V11Q3_21,10.2899,-9.7366,T,0,0,0,0,e0a0,0
V11Q3_7,10.2828,-9.7474,T,2,0.2967,0,7,e5a2,0
V11Q3_22,10.2736,-9.7814,A,0,0,0,0,e0a0,0
V11Q3_22,10.2759,-9.7814,T,2,0.084,0.0002,5,e5a0,0
V11Q3_8,10.2719,-9.7322,T,3,0.4302,0,2,e2a0,0
V11Q4_5,10.5337,-9.7447,T,2,0.0788,0,0,e0a0,0
V11Q4_6,10.531,-9.7471,T,2,0.0536,0,7,e7a0,0
V11Q4_8,10.5276,-9.7807,T,2,0.5667,0,4,e1a3,0
V11Q4_7,10.5252,-9.7754,T,2,0.4865,0,10,e6a4,0
V11Q4_20,10.5208,-9.8063,T,3,1.154,0.0004,3,e1a2,0
V11Q4_9,10.5203,-9.8234,T,0,0,0,0,e0a0,0
V11Q4_9,10.5228,-9.8234,A,0,0,0,0,e0a0,a
V11Q4_10,10.5102,-9.7441,T,2,0.095,0.0001,7,e7a0,0
V11Q4_21,10.5042,-9.746,T,2,0.3701,0,8,e8a0,0
V11Q4_4,10.4966,-9.8107,T,2,0.0775,0,12,e10a2,0
V11Q4_19,10.4896,-9.7455,T,2,0.7223,0,4,e4a0,0
V11Q4_19,-999.9,-999.9,A,-9,0,0,0,e0a0,b
V11Q4_12,10.4821,-9.7854,T,2,0.2507,0,6,e0a6,0
V11Q4_11,10.4725,-9.8106,T,2,0.0788,0,9,e9a0,0
V11Q4_14,10.4648,-9.8149,T,2,0.2975,0,8,e6a2,0
V11Q4_14,-999.9,-999.9,A,-9,0,0,0,e0a0,b
V11Q4_15,10.4558,-9.7893,T,2,0.3706,0,6,e1a5,0
V11Q4_17,10.4442,-9.7576,T,2,0.4485,0,5,e3a2,0
V11Q4_16,10.4349,-9.748,T,2,0.3092,0,11,e8a3,0
V11Q4_18,10.4266,-9.7704,T,2,0.3379,0,11,e11a0,0
V12Q1_7,10.8068,-9.5753,T,2,0.3264,0,12,e12a0,0
V12Q1_6,10.7999,-9.6505,T,2,0.3157,0,9,e9a0,0
V12Q1_8,10.7968,-9.5848,T,2,0.4671,0,12,e10a2,0
V12Q1_5,10.7828,-9.7188,T,2,0.1833,0,10,e9a1,0
V12Q1_11,10.775,-9.621,T,2,0.5835,0,5,e4a1,0
V12Q1_13,10.7669,-9.5678,T,2,0.4242,0,9,e8a1,0
V12Q1_14,10.7625,-9.6391,T,0,0,0,0,e0a0,0
V12Q1_16,10.7562,-9.6456,T,2,0.3789,0,14,e12a2,0
V12Q1_15,10.7495,-9.6158,T,2,0.4804,0,14,e14a0,0
V12Q1_17,10.7401,-9.6018,A,2,0.3188,0,9,e9a0,0
V12Q1_17,10.7433,-9.6018,T,0,0,0,0,e0a0,0
V12Q1_19,10.7385,-9.59,T,2,0.4635,0,8,e8a0,0
V12Q1_18,10.7341,-9.649,T,2,0.3303,0,2,e2a0,0
V12Q1_20,10.7235,-9.6126,A,2,0.1992,0,8,e8a0,0
V12Q1_20,10.7277,-9.6126,T,0,0,0,0,e0a0,0
V12Q1_21,10.7153,-9.6329,T,2,0.1885,0,8,e7a1,0
V12Q1_22,10.6988,-9.6092,A,2,0.0775,0,9,e9a0,0
V12Q1_22,10.7026,-9.6092,T,0,0,0,0,e0a0,0
V12Q1_23,10.6968,-9.594,T,2,0.4263,0,8,e6a2,0
V12Q1_24,10.6934,-9.6284,T,3,0.2118,0,2,e2a0,0
V12Q2_14,10.6485,-9.6448,T,2,0.2497,0,8,e7a1,0
V12Q2_12,10.6371,-9.5844,T,3,0.4018,0,0,e0a0,0
V12Q2_11,-999.9,-999.9,A,-9,0,0,0,e0a0,b
V12Q2_11,10.6273,-9.6631,T,2,0.3781,0,10,e8a2,0
V12Q2_15,10.6022,-9.6381,A,0,0,0,0,e0a0,0
V12Q2_15,10.6062,-9.6381,T,0,0,0,0,e0a0,0
V12Q2_4,10.5918,-9.6429,T,2,0.5522,0,6,e6a0,0
V12Q2_16,10.586,-9.5864,T,2,0.5832,0,6,e3a3,0
V12Q2_9,10.5796,-9.6622,T,2,0.2339,0,13,e11a2,0
V12Q2_5,10.5745,-9.6195,T,2,0.0672,0,10,e9a1,0
V12Q2_6,10.5637,-9.5668,T,2,0.0588,0,8,e8a0,0
V12Q2_17,10.5529,-9.6235,A,2,0.3843,0,13,e13a0,a
V12Q2_17,10.5597,-9.6235,T,0,0,0,0,e0a0,0
V12Q2_8,10.5487,-9.568,A,2,0.5524,0,6,e4a2,0
V12Q2_8,10.5497,-9.568,T,2,0.7503,0,6,e6a0,0
